,explicit_line,explicit_phrase,explicit_label
4434,i never fucked nicki 'cause she got a man,"['fucked', 'nicki', 'never', 'man', ""'cause"", 'got']",1
4435,but when that's over then i'm first in line,[],0
4436,and the other day in her maybach,[],0
4437,i thought goddamn this is the perfect time,"['perfect', 'time', 'goddamn', 'thought']",1
4438,we had just come from that video,[],0
4439,you know la traffic how the city slow,[],0
4440,she was sitting down on that big butt,"['butt', 'down', 'sitting', 'big']",1
4441,but i was still staring at the titties though,"['titties', 'staring', 'still', 'though']",1
4442,yeah lowkey or maybe highkey,[],0
4443,i been peeped that you like me you know,[],0
4444,who the fuck you really wanna be with besides me,"['fuck', 'really', 'besides', 'wanna']",1
4445,i mean it doesn't take much for us to do this shit quietly,"[""doesn't"", 'shit', 'us', 'much', 'quietly', 'mean', 'take']",1
4446,i mean she say i'm obsessed with thick women and i agree,"['thick', 'obsessed', ""i'm"", 'women', 'mean', 'agree', 'say']",1
4447,yeah that's right i like my girls bbw,[],0
4448,yeah type that wanna suck you dry and then eat some lunch with you,"['lunch', 'suck', 'eat', 'wanna', 'type', 'dry']",1
4449,yeah so thick that everybody else in the room is so uncomfortable,[],0
4450,ass on houston texas but the face look just like clair huxtable,"['face', 'clair', 'look', 'texas', 'like', 'ass', 'huxtable', 'just', 'houston']",1
4451,oh yeah you the man in the city when the mayor fuck with you,"['fuck', 'mayor', 'man', 'city']",1
4452,the nba players fuck with you,"['players', 'fuck', 'nba']",1
4453,the badass bitches doing makeup and hair fuck with you oh,"['bitches', 'badass', 'fuck', 'makeup', 'hair']",1
4454,that's 'cause i believe in somethin' i stand for it,[],0
4455,and nicki if you ever tryna fuck,"['fuck', 'ever', 'tryna', 'nicki']",1
4456,just give me the headsup so i can plan for it,[],0
4461,pinkprint ayy,[],0
4469,i got my real niggas here by my side only,"['real', 'side', 'niggas', 'got']",1
4470,i never fucked nick' and that's fucked up,"[""nick'"", ""that's"", 'fucked', 'never']",1
4471,if i did fuck she'd be fucked up,"['fuck', 'fucked', ""she'd""]",1
4472,whoever is hitting ain't hitting it right,[],0
4473,'cause she act like she need dick in her life,"['need', 'act', 'like', 'dick', ""'cause"", 'life']",1
4474,that's another story i'm no storyteller,[],0
4475,i piss greatness like goldish yellow,"['greatness', 'yellow', 'like', 'goldish', 'piss']",1
4476,all my goons so overzealous,[],0
4477,i'm from hollygrove the holy mecca,[],0
4478,calendar say i got money for days,[],0
4479,i squirm and i shake but i'm stuck in my ways,[],0
4480,my girlfriend will beat a bitch up if she wave,"['girlfriend', 'bitch', 'wave', 'beat']",1
4481,they bet' not fuck with her surfboard surfboard,"['fuck', 'surfboard', ""bet'""]",1
4482,my eyes are so bright i take cover for shade,[],0
4483,don't have my money take mothers instead,[],0
4484,you got the hiccups you swallowed the truth,[],0
4485,then i make you burp boy treat beef like sirloin,[],0
4486,i'm talking 'bout running in houses with army guns,"['running', 'guns', ""'bout"", ""i'm"", 'talking', 'army', 'houses']",1
4487,so think about your son and daughter rooms,[],0
4488,got two hoes with me masked up they got smaller guns,"['masked', 'guns', 'hoes', 'two', 'smaller', 'got']",1
4489,ain't thinking 'bout your son and daughter rooms,[],0
4490,this shit is crazy my nigga,"['nigga', 'shit', 'crazy']",1
4491,i mean brazy my nigga,"['nigga', 'mean', 'brazy']",1
4492,that money talk i just rephrase it my nigga,"['talk', 'just', 'rephrase', 'nigga', 'money']",1
4493,blood gang take the b off behavior my nigga,"['behavior', 'blood', 'gang', 'b', 'nigga', 'take']",1
4494,for reals if you mouth off i blow your face off,"['reals', 'face', 'blow', 'mouth']",1
4495,i mean poppoppop then i take off,[],0
4496,nigga now you see me nigga now you don't,"['nigga', 'see', ""don't"", 'now']",1
4497,like jamie foxx acting like ray charles,[],0
4498,sixteen in a clip one in the chamber,[],0
4499,17 ward bully with seventeen bullets,"['17', 'ward', 'seventeen', 'bully', 'bullets']",1
4500,my story is how i went from poor me,[],0
4501,to please pour me a drink and celebrate with me,[],0
4503,lil wayne,[],0
4509,young mula baby,[],0
4515,bangladesh,[],0
4517,young money,[],0
4518,you dig,[],0
4519,yeah mack i'm going in,[],0
4520,a millionaire i'm a young money millionaire,[],0
4521,tougher than nigerian hair woo,[],0
4522,my criteria compared to your career just isn't fair,[],0
4523,i'm a venereal disease like a menstrual bleed,[],0
4524,through the pencil and leak on the sheet of the tablet in my mind,[],0
4525,'cause i don't write shit 'cause i ain't got time,['shit'],1
4526,'cause my seconds minutes hours go to the almighty dollar,[],0
4527,and the almighty power of that chchochochochopper,[],0
4528,sister brother son daughter father motherfuck a copper,['motherfuck'],1
4529,got the maserati dancing on the bridge pussy popping,['pussy'],1
4530,tell the coppers hahahaha you can't catch him you can't stop him,[],0
4531,i go by them goon rules if you can't beat 'em then you pop 'em,[],0
4532,you can't man 'em then you mop 'em you can't stand 'em then you drop 'em,[],0
4533,you pop 'em 'cause we pop 'em like orville redenbacher,[],0
4534,motherfucker i'm ill yeah,['motherfucker'],1
4535,a million here a million there,[],0
4536,sicilian bitch with long hair with coke in her derrière,['bitch'],1
4537,like smoking the thinnest air i open the lamborghini,[],0
4538,hoping them crackers see me like look at that bastard weezy,[],0
4539,he's a beast he's a dog he's a motherfucking problem,['motherfucking'],1
4540,okay you're a goon but what's a goon to a goblin,[],0
4541,nothin' nothin' you ain't scaring nothing,[],0
4542,on some faggot bullshit call 'em dennis rodman,"['faggot', 'bullshit']",1
4543,call me what you want bitch call me on my sidekick,['bitch'],1
4544,never answer when it's private damn i hate a shy bitch,['bitch'],1
4545,don't you hate a shy bitch yeah i ate a shy bitch,['bitch'],1
4546,she ain't shy no more she changed her name to my bitch haha,['bitch'],1
4547,yeah nigga that's my bitch,"['nigga', 'bitch']",1
4548,so when she ask for the money when you through don't be surprised bitch woo,"['ask', ""don't"", 'surprised', 'bitch', 'money']",1
4549,and it ain't tricking if you got it,[],0
4550,but you like a bitch with no ass you ain't got shit,"['ass', 'bitch', 'shit']",1
4551,motherfucker i'm ill not sick,['motherfucker'],1
4552,and i'm okay but my watch sick,[],0
4553,yeah my drop sick yeah my glock sick,[],0
4554,and my knot thick i'm it,[],0
4556,see they say i'm rapping like big jay and 2pac,[],0
4557,andré 3000 where is erykah badu at who that,[],0
4558,who that said they gon' beat lil wayne,[],0
4559,my name ain't bic but i keep that flame man,[],0
4560,who that one that do that boy you knew that chew that swallow,[],0
4561,and i be the shit now you got loose bowels,['shit'],1
4562,i don't owe you like two vowels,[],0
4563,but i would like for you to pay me by the hour haha,[],0
4564,and i'd rather be pushing flowers,[],0
4565,than to be in the pen sharing showers huh,[],0
4566,tony told us this world was ours,[],0
4567,and the bible told us every girl was sour,[],0
4568,don't play in her garden and don't smell her flower,[],0
4569,call me mr carter or mr lawn mower,[],0
4570,boy i got so many bitches like i'm mike lowrey,['bitches'],1
4571,even gwen stefani said she couldn't doubt me,[],0
4572,motherfucker i say life ain't shit without me,['shit'],1
4573,chrome lips poking out the coupe look like it's pouting,[],0
4574,i do what i do and you do what you can do about it,[],0
4575,bitch i can turn a crack rock into a mountain dare me,['bitch'],1
4576,don't you compare me 'cause there ain't nobody near me,[],0
4577,they don't see me but they hear me they don't feel me but they fear me i'm illy,[],0
4578,c3 3 peat hahaha,[],0
4579,cut the music up,[],0
4580,a little louder yeah,[],0
4581,you had a lot of crooks try to steal your heart,[],0
4582,never really had luck couldn't never figure out,[],0
4583,how to love how to love mm,[],0
4584,you had a lot of moments that didn't last forever,[],0
4585,now you in a corner tryna put it together,[],0
4587,for a second you were here hey now you over there hey hey,[],0
4588,it's hard not to stare the way you're moving your body,[],0
4589,like you never had a love,[],0
4590,ayy,[],0
4591,never had a love ayy,[],0
4592,when you was just a youngin your looks were so precious,[],0
4593,but now you're grown up so fly it's like a blessing,[],0
4594,but you can't have a man look at you for five seconds,[],0
4595,without you being insecure,[],0
4596,you never credit yourself so when you got older,[],0
4597,it seems like you came back ten times over,[],0
4598,now you're sitting here in this damn corner,[],0
4599,looking through all your thoughts and looking over your shoulder,[],0
4600,see you had a lot of crooks try to steal your heart,[],0
4603,see you had a lot of moments that didn't last forever,[],0
4604,now you in this corner tryna put it together,[],0
4605,how to love ah how to love mm,[],0
4606,for a second you were here hey now you over there hey,[],0
4607,it's hard not to stare the way you're moving your body hey,[],0
4608,like you never had a love ayy uh had a love ayy,[],0
4609,oh and you had a lot of dreams that transform to visions,[],0
4610,the fact that you saw the world affected all your decisions,[],0
4611,but it wasn't your fault wasn't in your intentions,[],0
4612,to be the one here talking to me be the one listenin' but,[],0
4613,but i admire your popping bottles and dipping,[],0
4614,just as much as you admire bartending and strippin' baby,"[""strippin'"", 'much', 'admire', 'just', 'baby', 'bartending']",1
4615,so don't be mad nobody else tripping,[],0
4616,you seen a lot of crooks and them crooks still crook,[],0
4617,you see you had a lot of crooks try to steal your heart,[],0
4622,how to love how to love oh,[],0
4623,see i just want you to know,[],0
4624,that you deserve the best you're beautiful,[],0
4627,you're beautiful ayy yeah,[],0
4628,and i want you to know,[],0
4629,you're far from the usual,[],0
4631,far from the usual ayy,[],0
4640,how to love how to love yeah,[],0
4644,camo shorts and bubba kush,[],0
4645,we can talk she'd rather fuss,[],0
4646,this and that 'bout such and such,[],0
4647,damn where is the fucking trust,[],0
4648,i'm tired of the hoop and hollering,[],0
4649,i'm 'bout to take the coupe to collins,[],0
4650,then take a female to the island,[],0
4651,then take her clothes off and do the honors,[],0
4652,yeah now she hear i'm with them other bitches,"[""i'm"", 'hear']",1
4653,yeah i told her mind her fucking business,[],0
4654,shit she probably out here fucking niggas,['probably'],1
4655,i'm fucking her friends,[],0
4656,now her friends ain't even fucking with her,"['fucking', ""ain't"", 'now', 'even', 'friends']",1
4657,damn she text me all day and night,"['day', 'damn', 'night', 'all', 'text']",1
4658,so pissed off she ain't even spelling shit right,[],0
4659,i text her back and tell her it's life,[],0
4660,now somebody tell them hoes i'm single for the night,[],0
4661,yeah i'm single,[],0
4662,nigga had to cancel that bitch like,[],0
4663,nino,[],0
4664,i ain't tripping on nothing i'm sipping on something,[],0
4665,and my homeboy say he got a bad bitch for me,[],0
4666,and i'm single yeah i'm single,[],0
4667,and i'm single tonight i'm single,[],0
4668,and i ain't tripping on nothing i'm sipping on something,[],0
4669,and my homeboy say he got a bad bitch for me tonight,"['say', 'bad', 'bitch', 'got', 'homeboy']",1
4674,dreads braided to the back,[],0
4675,i'm chilling but my swag on full attack,[],0
4676,and my girl acting like a brat,[],0
4677,so when she call i don't answer i just write her back,[],0
4678,she hate it when i do that shit,[],0
4679,and when i get home she go through my shit,[],0
4680,she call numbers back to see who that is,[],0
4681,man i hate it when she do that shit,[],0
4682,polo tshirt polo drawers,[],0
4683,now make me take this polo off,[],0
4684,girl you can get broken off,[],0
4685,yeah i fuck you for an hour then i smoke it off,[],0
4686,swimming trunks and bathing suits,[],0
4687,then go in the bedroom and tell the naked truth,[],0
4688,don't wanna fuss ain't tryna fight,[],0
4689,man somebody tell them hoes i'm single for the night,[],0
4699,now she got on her fuck 'em dress,"['fuck', 'now', ""'em"", 'dress', 'got']",1
4700,and i got on my doublebreast,"['got', 'doublebreast']",1
4701,and he been fussing all day with her,[],0
4702,and i make her feel special like a place kicker,[],0
4703,she wanna be weezy f babysitter,[],0
4704,say she wish she could cut my dick off and take it with her,[],0
4705,i say hold up,[],0
4706,she say she just playing,[],0
4707,then i falls in that pussy like quick sand,[],0
4708,hot sex and cold wine,[],0
4709,she left that nigga hanging like a clothes line,[],0
4710,i cut my phones off both lines,[],0
4711,it's about to get nasty pork rinds,[],0
4712,she came hard both times,[],0
4713,we both say we single and we both lying,[],0
4714,we both wrong but it feel right,[],0
4716,put your hands up if you single for the night,[],0
4726,if you're single put your hands up,[],0
4728,if you're single put your,[],0
4729,if you're single tonight,[],0
4732,if you're single,[],0
4735,thank you thank you thank you you're far too kind,[],0
4736,whoo,[],0
4737,ah uh whoo yeah ready,[],0
4738,whoo whoo whoo,[],0
4741,can i get a encore do you want more,[],0
4743,cooking raw with the brooklyn boys,[],0
4744,so for one last time i need y'all to roar,[],0
4745,uh uh uh uh yeah,[],0
4746,now what the hell are you waiting for,"['hell', 'now', 'waiting']",1
4747,after me there shall be no more,[],0
4748,so for one last time nigga make some noise,"['noise', 'time', 'one', 'last', 'nigga', 'make']",1
4749,get 'em jay,[],0
4750,who you know fresher than hov riddle me that,[],0
4751,the rest of y'all know where i'm lyrically at,[],0
4752,can't none of y'all mirror me back yeah hearing me rap,[],0
4753,is like hearing g rap in his prime i'm,[],0
4754,young ho rap's grateful dead,[],0
4755,'bout to take over the globe now break bread,[],0
4756,i'm in boeing jets global express,[],0
4757,out the country but the blueberry still connect,[],0
4758,on the low but the yacht got a triple deck,[],0
4759,but when you young what the fuck you expect yep yep,[],0
4760,grand openin' grand closing,[],0
4761,goddamn your man hov cracked the can open again,"['hov', 'goddamn']",1
4762,who you gon' find doper than him,[],0
4763,with no pen just draw off inspirationtion,[],0
4764,soon you gon' see you can't replace himhim,[],0
4765,with cheap imitations for these generations,[],0
4766,can i get an encore do you want more,[],0
4773,what the hell are you waiting for,[],0
4774,look what you made me do look what i made for you,[],0
4775,knew if i paid my dues how will they pay you,[],0
4776,when you first come in the game they try to play you,[],0
4777,then you drop a couple of hits look how they wave to you look how they wave to you,[],0
4778,from marcy to madison square,[],0
4779,to the only thing that matters in just a matter of years yeah,[],0
4781,as fate would have it jay's status appears,[],0
4782,to be at an alltime high perfect time to say goodbye,[],0
4783,when i come back like jordan,[],0
4784,wearing the 45 it ain't to play games with you,[],0
4785,it's to aim at you probably maim you,[],0
4786,if i owe you i'm blowing you to smithereens,[],0
4787,cocksucker take one for your team,[],0
4788,and i need you to remember one thing one thing,[],0
4790,i came i saw i conquered,[],0
4791,from record sales to soldout concerts,[],0
4792,so motherfucker if you want this encore,['motherfucker'],1
4793,i need you to scream 'til your lungs get sore,[],0
4796,i'm tired of being what you want me to be,[],0
4797,feeling so faithless lost under the surface,[],0
4798,don't know what you're expecting of me,[],0
4799,put under the pressure of walking in your shoes,[],0
4801,caught in the undertow just caught in the undertow,[],0
4803,every step that i take is another mistake to you,[],0
4805,and every second i waste is more than i can take,[],0
4806,i've become so numb i can't feel you there,[],0
4807,become so tired so much more aware,[],0
4808,i'm becoming this all i want to do,[],0
4809,is be more like me and be less like you,[],0
4810,i've become so numb,[],0
4811,can i get a encore do you want more more more more,[],0
4815,one last time i need y'all to roar,[],0
4816,thank you thank you thank you,[],0
4817,you're far too kind,[],0
4818,now can i get a encore do you want more,[],0
4819,cooking raw with the brooklyn boy,[],0
4827,can't none of y'all mirror me back,[],0
4828,yeah hearing me rap is like hearing g rap in his prime,[],0
4829,i'm young ho rap's grateful dead,[],0
4830,back to take over the globe now break bread,[],0
4838,with no pen just draw off inspiration,[],0
4839,soon you gonna see you can't replace him,[],0
4841,now can i get an encore do you want more,[],0
4851,then you drop a couple of hits look how they wave to you,[],0
4868,ow it's star time,[],0
4869,this man is mean he's killing all y'all jive turkeys,[],0
4870,do y'all want more of the jigga man,[],0
4871,well if y'all want more of the jigga man,[],0
4872,then i need y'all to help me bring him back to the stage,[],0
4873,say hova c'mon say it,[],0
4874,hova hova,[],0
4875,are y'all out there hova hova,[],0
4876,are y'all out there,[],0
4877,c'mon louder,[],0
4878,yeah now see that's what i'm talking about,[],0
4879,they love you jigga they love you jigga,[],0
4880,i like the way this one feel,[],0
4881,it's so motherfucking soulful man,"[""it's"", 'motherfucking', 'soulful', 'man']",1
4882,woah woah woah,[],0
4883,yeah okay,[],0
4884,so this here is the victory lap,[],0
4885,then i'm leavin' that's how you get me back,[],0
4886,after a year of them 16's it's 12,[],0
4887,and that's 24 and i'm only doing 2,[],0
4888,you want in the game attention new dudes,[],0
4889,i can get you bet and trl too,[],0
4890,you want to be in the public send your budget,[],0
4891,well fuck it i ain't budging,"['fuck', 'well', 'budging', ""ain't""]",1
4892,young did it to death you gotta love it,[],0
4893,record companies told me i couldn't cut it,[],0
4894,now look at me all starstudded,[],0
4895,golfer above par like i putted,[],0
4896,all 'cause the shit i uttered was utterly ridiculous,"['ridiculous', 'shit', 'utterly', 'all', 'uttered', ""'cause""]",1
4897,how sick is this,[],0
4898,you want to bang send kanye change,[],0
4899,send just some dust send hip a grip,[],0
4900,then you gotta spit a little something like this,[],0
4903,i'm tryna put you in the worst mood ah,[],0
4904,p1 cleaner than your church shoes ah,[],0
4905,milli point two just to hurt you ah,[],0
4906,all red lamb' just to tease you ah,[],0
4907,none of these toys on lease too ah,[],0
4908,made your whole year in a week too yah,[],0
4909,main bitch outta your league too ah,['bitch'],1
4910,side bitch outta your league too ah,['bitch'],1
4911,house so empty need a centerpiece,[],0
4912,twenty racks a table cut from ebony,[],0
4913,cut that ivory into skinny pieces,[],0
4914,then she clean it with her face man i love my baby ah,[],0
4915,you talking money need a hearing aid,[],0
4916,you talking 'bout me i don't see the shade,[],0
4917,switch up my style i take any lane,[],0
4918,i switch up my cup i kill any pain,[],0
4919,hahahahaha hahahahaha,[],0
4920,look what you've done,[],0
4922,i'm a motherfucking starboy,['motherfucking'],1
4927,every day a nigga try to test me ah,['nigga'],1
4928,every day a nigga try to end me ah,['nigga'],1
4929,pull off in that roadster sv ah,[],0
4930,pockets overweight getting hefty ah,[],0
4931,coming for the king that's a far cry i,[],0
4932,i come alive in the fall time i,[],0
4933,the competition i don't really listen,[],0
4934,i'm in the blue mulsanne bumping new edition,[],0
4951,let a nigga brag pitt,['nigga'],1
4952,legend of the fall took the year like a bandit,[],0
4953,bought mama a crib and a brand new wagon,[],0
4954,now she hit the grocery shop looking lavish,[],0
4955,star trek roof in that wraith of khan,[],0
4956,girls get loose when they hear this song,[],0
4957,a hundred on the dash get me close to god,[],0
4958,we don't pray for love we just pray for cars,[],0
4983,young metro young metro young metro sheesh,[],0
4985,young metro young metro,[],0
4986,never need a bitch i'm what a bitch need bitch need,['bitch'],1
4987,tryna find the one that can fix me,[],0
4988,i've been dodging death in the sixspeed,[],0
4989,amphetamine got my stummy feeling sickly,[],0
4990,yeah i want it all now,[],0
4991,i've been running through the pussy need a dog pound,['pussy'],1
4992,hundred models getting faded in the compound,[],0
4993,tryna love me but they never get a pulse down,[],0
4994,why 'cause i'm heartless,[],0
4995,and i'm back to my ways 'cause i'm heartless,[],0
4996,all this money and this pain got me heartless,[],0
4997,low life for life 'cause i'm heartless,[],0
4998,said i'm heartless,[],0
4999,tryna be a better man but i'm heartless,[],0
5000,never be a wedding plan for the heartless,[],0
5003,so much pussy it be falling out the pocket,['pussy'],1
5004,metro boomin turn this ho into a moshpit,[],0
5005,tesla pill got me flying like a cockpit,"['tesla', 'pill']",1
5006,yeah i got her watching,[],0
5007,call me up turn that pussy to a faucet,['pussy'],1
5008,duffle bags full of drugs and a rocket,['drugs'],1
5009,stix drunk but he never miss a target,[],0
5010,photoshoots i'm a star now star,[],0
5011,i'm talking,[],0
5012,time,[],0
5013,rolling stone,[],0
5014,and,[],0
5015,bazaar,[],0
5016,now,[],0
5019,selling dreams to these girls with their guard down what,[],0
5020,seven years i've been swimming with the sharks now,[],0
5029,i lost my heart and my mind,[],0
5030,i try to always do right,[],0
5031,i thought i lost you this time,[],0
5032,you just came back in my life,[],0
5033,you never gave up on me why don't you,[],0
5034,i'll never know what you see why won't you,[],0
5035,i don't do well when alone oh yeah,[],0
5036,you hear it clear in my tone,[],0
5037,'cause i'm heartless ooh,[],0
5045,is it so hard to say the same thing,[],0
5046,and you're so weak to say the same thing,[],0
5047,burn a hole into your apprehensiveness,[],0
5048,and let the wildfire shine,[],0
5049,and repeat after me like,[],0
5050,good girls go to heaven,[],0
5051,and bad girls go everywhere,[],0
5052,and tonight i will love you,[],0
5053,and tomorrow you won't care,[],0
5054,precious little diamond,[],0
5055,i leave it all to you,[],0
5057,let it come to you,[],0
5058,precious little precious little diamond,[],0
5063,you're in love with something bigger than love,[],0
5064,you believe in something stronger than trust,[],0
5065,wanderlust,[],0
5067,don't you shy away from me,[],0
5081,just sacrifice your every last inhibition,[],0
5082,i'm on your side,[],0
5083,don't patronize,[],0
5084,you know tonight,[],0
5085,is the only time we'll have each other,[],0
5086,why would you try to waste this precious time,[],0
5087,'cause tonight we'll be right here,[],0
5107,they're in love with this idea of love,[],0
5108,it's a shame that they'll believe it'll come,[],0
5109,for us all for us all,[],0
5119,precious little diamond ooh ooh,[],0
5129,ooh ooh ooh,[],0
5142,yeah yeah,[],0
5143,the last few months i've been working on me baby,[],0
5144,there's so much trauma in my life,[],0
5145,i've been so cold to the ones who loved me baby,[],0
5146,i look back now and i realize,[],0
5147,and i remember when i held you,[],0
5148,you begged me with your drowning eyes to stay,[],0
5149,and i regret i didn't tell you,[],0
5150,now i can't keep you from loving him,[],0
5151,you made up your mind,[],0
5152,say i love you girl but i'm out of time,[],0
5153,say i'm there for you but i'm out of time,[],0
5154,say that i'll care for you but i'm out of time,[],0
5155,said i'm too late to make you mine out of time ah,[],0
5156,if he mess up just a little,[],0
5157,baby you know my line,[],0
5158,if you don't trust him a little,[],0
5159,then come right back girl come right back,[],0
5160,give me one chance just a little,[],0
5161,baby i'll treat you right,[],0
5162,and i'll love you like i shoulda loved you all the time,[],0
5163,and i remember when i held you held you baby,[],0
5164,you begged me with your drowning eyes to stay never again baby,[],0
5165,and i regret i didn't tell you hey,[],0
5167,you made up your mind uh,[],0
5169,say i'm there for you but i'm out of time no,[],0
5170,say that i'll care for you but i'm out of time hey,[],0
5172,ooh singin' out of time,[],0
5173,said i had you to myself but i'm out of time,[],0
5175,but i'm too late to make you mine out of time uh,[],0
5176,out of time pretend,[],0
5178,don't you dare touch that dial,"['dare', 'touch', ""don't"", 'dial']",1
5179,because like the song says you are out of time,[],0
5180,you're almost there but don't panic,[],0
5181,there's still more music to come,[],0
5182,before you're completely engulfed in the blissful embrace of that little light you see in the distance,[],0
5183,soon you'll be healed forgiven and refreshed,[],0
5184,free from all trauma pain guilt and shame,[],0
5185,you may even forget your own name,[],0
5186,but before you dwell in that house forever,[],0
5187,here's thirty minutes of easy listening to some slow tracks,[],0
5188,on 1035 dawn fm,[],0
5189,temperature risin' bodies united,[],0
5190,now that i trapped you in my arms,[],0
5191,no need to fight it no need to hide it,[],0
5192,now that i've seen what's in your heart,[],0
5193,baby girl i'm the only one who knows this side of you,[],0
5194,and baby you know that i can pull out what's inside of you,[],0
5195,even though it's wrong,[],0
5196,it's wrong,[],0
5197,even though it's wrong baby,[],0
5198,my girl,[],0
5199,ohoohoh oohwoah oohwoah oohwoah ohoh yeah yeah yeah yeah,[],0
5201,ohohoh,[],0
5202,you want me inside it beg me to slide in,[],0
5203,knowing we should have never met,[],0
5204,girl when you ride it see you decide it,[],0
5205,don't say those words that you'll regret,[],0
5206,baby girl i can tell that you think that i'm right for you,[],0
5207,i already know that it's not true but girl i'll lie to you,[],0
5208,even though it's wrong yeah yeah,[],0
5209,it's wrong yeah yeah,[],0
5210,even though it's wrong baby yeah yeah,[],0
5211,my girl yeah,[],0
5215,we do the things but we know it's wrong,[],0
5216,all on my skin you all in my palm,[],0
5217,i sent you an envelope came with a poem,[],0
5218,you possess venom that came with a charm,[],0
5219,you get the good out me when i perform,[],0
5220,i know the bad in you that's what i want,[],0
5221,and you a baddie you turning me on,[],0
5222,fiend for your demons i know where this going,[],0
5223,love when you fucking me talkin' i know what you doing,['fucking'],1
5224,caught up in love what the fuck is we doin',[],0
5225,models and bottles with us ain't nothing to it,[],0
5226,i tell you i got you that's well understood,[],0
5227,your legs on the bed got your head on the floor,[],0
5228,we go out shopping whenever we get bored,[],0
5229,we get it poppin' leave nothing in the store,[],0
5230,if i go to saturn i know that you going,[],0
5231,fuck me on saturday early in the morning,[],0
5232,flyer than a bird she gon' open her door,[],0
5233,screaming out murder but showing you remorse,[],0
5234,gotta be cautious can't pay the support,[],0
5235,stars in the ceilin' don't feel like a porsche,[],0
5236,came from the trenches just living at war,[],0
5237,once was a prostitute i can afford you,[],0
5238,the one i adore,[],0
5249,ahh hahaha i'm serious nigga,"['hahaha', 'serious', ""i'm"", 'nigga', 'ahh']",1
5250,one of y'all niggas got some bad motherfucking breath oh man,"['niggas', 'one', ""y'all"", 'breath', 'man', 'bad', 'motherfucking', 'got']",1
5251,ayy baby ayy baby shit,"['shit', 'ayy', 'baby']",1
5252,ayy baby gimme some bubblegum in this motherfucker or somethin' haha,"[""somethin'"", 'motherfucker', 'ayy', 'bubblegum', 'gimme', 'baby']",1
5253,ride with me to get something to eat dog ayy nigga,"['something', 'eat', 'ayy', 'get', 'ride', 'nigga', 'dog']",1
5254,study long study wrong nigga,"['study', 'wrong', 'nigga', 'long']",1
5255,with so much drama in the lbc,[],0
5256,it's kind of hard being snoop dodoubleg,[],0
5257,but i somehow some way,[],0
5258,keep coming up with funkyass shit like every single day,['shit'],1
5259,may i kick a little something yeah,[],0
5260,for the gs and make a few ends yeah,[],0
5261,as i breeze through two in the morning,[],0
5262,and the party's still jumping 'cause my mama ain't home,[],0
5263,i got bitches in the living room getting it on and,['bitches'],1
5264,they ain't leaving 'til six in the morning six in the mornin' six in the mornin',[],0
5265,so what you wanna do shit,"['shit', 'wanna']",1
5266,i got a pocket full of rubbers and my homeboys do too,[],0
5268,so turn off the lights and close the doors,[],0
5269,but,[],0
5270,but what,[],0
5271,we don't love them hoes,"['hoes', ""don't"", 'love']",1
5274,so we gon' smoke an ounce to this,[],0
5275,gs up hoes down while you motherfuckers bounce to this,"['gs', 'hoes', 'bounce', 'down', 'motherfuckers']",1
5276,rolling down the street smoking indo,[],0
5277,sipping on gin and juice,[],0
5278,laid back,[],0
5279,with my mind on my money and my money on my mind,[],0
5284,now that i got me some seagram's gin,[],0
5285,everybody got they cups but they ain't chipped in,[],0
5286,now this type of shit happens all the time,"['type', 'shit', 'happens']",1
5287,you gotta get yours but fool i gotta get mine,[],0
5288,everything is fine when you listening to the dog,[],0
5289,i got the cultivating music that be captivating he,[],0
5290,who listens to the words that i speak,[],0
5291,as i take me a drank to the middle of the street,[],0
5292,and get to macking to this bitch named sadie,['bitch'],1
5293,sadie,[],0
5295,she used to be the homeboy's lady,[],0
5296,oh that bitch,['bitch'],1
5298,eighty degrees when i tell that bitch please,"['please', 'bitch', 'eighty', 'tell', 'degrees']",1
5299,raise up off these nuts 'cause you gets none of these,"['nuts', 'raise', 'gets', 'none', ""'cause""]",1
5300,at ease as i mob with the dogg pound,[],0
5301,feel the breeze biatch i'm just,[],0
5310,later on that day my homie dr dre,[],0
5311,came through with a gang of tanqueray,[],0
5312,and a fat ass j of some bubonic chronic,['chronic'],1
5313,that made me choke shit this ain't no joke,"['choke', 'shit', 'made']",1
5314,i had to back up off of it and sit my cup down,[],0
5315,tanqueray and chronic yeah i'm fucked up now,"['fucked', 'chronic']",1
5316,but it ain't no stoppin' i'm still popping,[],0
5317,dre got some bitches from the city of compton,['bitches'],1
5318,to serve me not with a cherry on top,[],0
5319,'cause when i bust my nut i'm raising up out the cot,"['cot', 'bust', ""i'm"", 'raising', 'nut']",1
5320,don't get upset girl that's just how it goes,[],0
5321,i don't love you hoes i'm out the door and i'll be,"['hoes', ""i'll""]",1
5333,biatch,['biatch'],1
5339,is this thing on word,[],0
5340,so what we get drunk,[],0
5341,so what we smoke weed,"['smoke', 'weed']",1
5342,we're just having fun,[],0
5343,we don't care who sees shit,['shit'],1
5344,so what we go out ayy lemme get a lighter please,[],0
5345,that's how it's supposed to be 'cause you know i'm high as fuck and i forgot one,"['know', 'fuck', ""i'm"", 'one', 'forgot', ""'cause"", 'high']",1
5346,living young and wild and free keep that in there,[],0
5347,ah ahah,[],0
5348,so what i keep 'em rolled up,[],0
5349,sagging my pants not caring what i show,"['show', 'sagging', 'pants', 'caring']",1
5350,keep it real with my niggas keep it player for these hoes,"['hoes', 'niggas', 'real']",1
