words,start,end,transcript,WER,filename
i long to be,141.058,145.023,"[{'word': 'i', 'start': 0.0, 'end': 0.209}, {'word': 'long', 'start': 0.278, 'end': 1.461}, {'word': 'to', 'start': 1.739, 'end': 2.365}, {'word': 'be', 'start': 2.434, 'end': 3.965}]",0.0,e1b8d2ed0edc491bba901c17727714b5-30.wav
patiently,150.169,153.16,"[{'word': 'patiently', 'start': 0.0, 'end': 2.991}]",0.0,e1b8d2ed0edc491bba901c17727714b5-32.wav
until the day was gone,216.519,219.997,"[{'word': 'until', 'start': 0.0, 'end': 0.696}, {'word': 'the', 'start': 0.765, 'end': 0.974}, {'word': 'day', 'start': 1.113, 'end': 1.809}, {'word': 'was', 'start': 1.948, 'end': 2.226}, {'word': 'gone', 'start': 2.365, 'end': 3.478}]",0.0,e1b8d2ed0edc491bba901c17727714b5-39.wav
i will wander on,242.6,246.913,"[{'word': 'i', 'start': 0.0, 'end': 0.279}, {'word': 'will', 'start': 0.348, 'end': 0.557}, {'word': 'wander', 'start': 0.696, 'end': 2.643}, {'word': 'on', 'start': 2.782, 'end': 4.313}]",0.0,e1b8d2ed0edc491bba901c17727714b5-45.wav
alone,282.8,288.573,"[{'word': 'alone', 'start': 0.0, 'end': 5.773}]",0.0,e1b8d2ed0edc491bba901c17727714b5-54.wav
only time will heal you say,118.937,122.399,"[{'word': 'only', 'start': 0.0, 'end': 0.577}, {'word': 'time', 'start': 0.693, 'end': 1.212}, {'word': 'will', 'start': 1.212, 'end': 1.616}, {'word': 'heal', 'start': 1.673, 'end': 2.135}, {'word': 'you', 'start': 2.193, 'end': 2.423}, {'word': 'say', 'start': 2.481, 'end': 3.462}]",0.0,e1e1e8c30ed44b2d89fa8d8289e8dd6f-4.wav
though you feel nothing,174.841,176.803,"[{'word': 'though', 'start': 0.0, 'end': 0.173}, {'word': 'you', 'start': 0.173, 'end': 0.404}, {'word': 'feel', 'start': 0.462, 'end': 0.865}, {'word': 'nothing', 'start': 0.923, 'end': 1.962}]",0.0,e1e1e8c30ed44b2d89fa8d8289e8dd6f-15.wav
my dearest treasure torn away,189.091,191.745,"[{'word': 'my', 'start': 0.0, 'end': 0.173}, {'word': 'dearest', 'start': 0.231, 'end': 0.692}, {'word': 'treasure', 'start': 0.692, 'end': 1.327}, {'word': 'torn', 'start': 1.385, 'end': 1.904}, {'word': 'away', 'start': 1.904, 'end': 2.654}]",0.0,e1e1e8c30ed44b2d89fa8d8289e8dd6f-19.wav
half of me is gone,280.764,283.649,"[{'word': 'half', 'start': 0.0, 'end': 0.404}, {'word': 'of', 'start': 0.462, 'end': 0.75}, {'word': 'me', 'start': 0.808, 'end': 1.212}, {'word': 'is', 'start': 1.327, 'end': 1.673}, {'word': 'gone', 'start': 1.731, 'end': 2.885}]",0.0,e1e1e8c30ed44b2d89fa8d8289e8dd6f-27.wav
my dearest treasure torn away,310.014,314.745,"[{'word': 'my', 'start': 0.0, 'end': 0.173}, {'word': 'dearest', 'start': 0.231, 'end': 0.866}, {'word': 'treasure', 'start': 0.923, 'end': 1.731}, {'word': 'torn', 'start': 1.846, 'end': 2.596}, {'word': 'away', 'start': 2.654, 'end': 4.731}]",0.0,e1e1e8c30ed44b2d89fa8d8289e8dd6f-32.wav
or were they killed,94.623,95.631,"[{'word': 'or', 'start': 0.0, 'end': 0.168}, {'word': 'were', 'start': 0.224, 'end': 0.392}, {'word': 'they', 'start': 0.448, 'end': 0.616}, {'word': 'killed', 'start': 0.672, 'end': 1.008}]",0.0,e1f6058e3c5942ccbc70702140cfed39-7.wav
from the everflow,111.974,113.318,"[{'word': 'from', 'start': 0.0, 'end': 0.168}, {'word': 'the', 'start': 0.224, 'end': 0.392}, {'word': 'everflow', 'start': 0.448, 'end': 1.344}]",0.0,e1f6058e3c5942ccbc70702140cfed39-14.wav
so jaded,34.683,36.463,"[{'word': 'so', 'start': 0.0, 'end': 0.254}, {'word': 'jaded', 'start': 0.508, 'end': 1.78}]",0.0,e224713baf7444ac83d136611e916bbf-3.wav
and serrated,46.759,48.158,"[{'word': 'and', 'start': 0.0, 'end': 0.127}, {'word': 'serrated', 'start': 0.127, 'end': 1.399}]",0.0,e224713baf7444ac83d136611e916bbf-7.wav
it will always be what i love,78.666,81.59,"[{'word': 'it', 'start': 0.0, 'end': 0.254}, {'word': 'will', 'start': 0.254, 'end': 0.381}, {'word': 'always', 'start': 0.509, 'end': 0.89}, {'word': 'be', 'start': 1.017, 'end': 1.271}, {'word': 'what', 'start': 1.271, 'end': 1.525}, {'word': 'i', 'start': 1.525, 'end': 1.78}, {'word': 'love', 'start': 1.78, 'end': 2.924}]",0.0,e224713baf7444ac83d136611e916bbf-15.wav
my my baby blue,104.598,109.175,"[{'word': 'my', 'start': 0.0, 'end': 1.017}, {'word': 'my', 'start': 1.017, 'end': 2.034}, {'word': 'baby', 'start': 2.034, 'end': 3.814}, {'word': 'blue', 'start': 3.814, 'end': 4.577}]",0.0,e224713baf7444ac83d136611e916bbf-24.wav
love and hated,132.31,134.09,"[{'word': 'love', 'start': 0.0, 'end': 0.127}, {'word': 'and', 'start': 0.254, 'end': 0.381}, {'word': 'hated', 'start': 0.509, 'end': 1.78}]",0.0,e224713baf7444ac83d136611e916bbf-30.wav
love me jaded,136.886,142.861,"[{'word': 'love', 'start': 0.0, 'end': 1.272}, {'word': 'me', 'start': 1.272, 'end': 2.289}, {'word': 'jaded', 'start': 2.289, 'end': 5.975}]",0.0,e224713baf7444ac83d136611e916bbf-32.wav
when everything you see is a blur,159.259,162.056,"[{'word': 'when', 'start': 0.0, 'end': 0.255}, {'word': 'everything', 'start': 0.255, 'end': 0.89}, {'word': 'you', 'start': 1.017, 'end': 1.144}, {'word': 'see', 'start': 1.271, 'end': 1.526}, {'word': 'is', 'start': 1.526, 'end': 1.653}, {'word': 'a', 'start': 1.78, 'end': 2.034}, {'word': 'blur', 'start': 2.034, 'end': 2.797}]",0.0,e224713baf7444ac83d136611e916bbf-36.wav
my my baby blue,175.276,179.853,"[{'word': 'my', 'start': 0.0, 'end': 1.017}, {'word': 'my', 'start': 1.017, 'end': 2.034}, {'word': 'baby', 'start': 2.034, 'end': 3.814}, {'word': 'blue', 'start': 3.814, 'end': 4.577}]",0.0,e224713baf7444ac83d136611e916bbf-40.wav
little bear,97.272,99.672,"[{'word': 'little', 'start': 0.0, 'end': 0.9}, {'word': 'bear', 'start': 1.2, 'end': 2.4}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-0.wav
getting out of hand,114.072,116.172,"[{'word': 'getting', 'start': 0.0, 'end': 0.3}, {'word': 'out', 'start': 0.45, 'end': 1.05}, {'word': 'of', 'start': 1.05, 'end': 1.2}, {'word': 'hand', 'start': 1.2, 'end': 2.1}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-2.wav
getting out of hand,120.822,122.622,"[{'word': 'getting', 'start': 0.0, 'end': 0.3}, {'word': 'out', 'start': 0.3, 'end': 0.75}, {'word': 'of', 'start': 0.75, 'end': 1.05}, {'word': 'hand', 'start': 1.05, 'end': 1.8}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-3.wav
in a long time so get out,180.522,184.872,"[{'word': 'in', 'start': 0.0, 'end': 0.15}, {'word': 'a', 'start': 0.15, 'end': 0.3}, {'word': 'long', 'start': 0.45, 'end': 1.2}, {'word': 'time', 'start': 1.2, 'end': 1.8}, {'word': 'so', 'start': 1.8, 'end': 2.25}, {'word': 'get', 'start': 2.25, 'end': 2.7}, {'word': 'out', 'start': 2.7, 'end': 4.35}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-12.wav
get out of this old house,186.522,190.122,"[{'word': 'get', 'start': 0.0, 'end': 0.15}, {'word': 'out', 'start': 0.15, 'end': 0.6}, {'word': 'of', 'start': 0.6, 'end': 0.9}, {'word': 'this', 'start': 0.9, 'end': 1.35}, {'word': 'old', 'start': 1.5, 'end': 2.25}, {'word': 'house', 'start': 2.25, 'end': 3.6}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-13.wav
before i burn it down,192.072,195.372,"[{'word': 'before', 'start': 0.0, 'end': 0.45}, {'word': 'i', 'start': 0.6, 'end': 1.35}, {'word': 'burn', 'start': 1.35, 'end': 1.95}, {'word': 'it', 'start': 1.95, 'end': 2.25}, {'word': 'down', 'start': 2.4, 'end': 3.3}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-14.wav
that might break your lovely face off,206.922,212.472,"[{'word': 'that', 'start': 0.0, 'end': 0.15}, {'word': 'might', 'start': 0.15, 'end': 1.35}, {'word': 'break', 'start': 1.5, 'end': 1.95}, {'word': 'your', 'start': 1.95, 'end': 2.55}, {'word': 'lovely', 'start': 2.55, 'end': 3.3}, {'word': 'face', 'start': 3.3, 'end': 4.2}, {'word': 'off', 'start': 4.2, 'end': 5.55}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-16.wav
in a thousand shattered china pieces,212.922,218.172,"[{'word': 'in', 'start': 0.0, 'end': 0.15}, {'word': 'a', 'start': 0.15, 'end': 0.3}, {'word': 'thousand', 'start': 0.45, 'end': 2.25}, {'word': 'shattered', 'start': 2.25, 'end': 2.85}, {'word': 'china', 'start': 2.85, 'end': 3.9}, {'word': 'pieces', 'start': 3.9, 'end': 5.25}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-17.wav
in this bracken world,224.472,227.622,"[{'word': 'in', 'start': 0.0, 'end': 0.45}, {'word': 'this', 'start': 0.45, 'end': 0.9}, {'word': 'bracken', 'start': 0.9, 'end': 1.35}, {'word': 'world', 'start': 1.35, 'end': 3.15}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-18.wav
of broken pieces,228.222,231.972,"[{'word': 'of', 'start': 0.0, 'end': 0.15}, {'word': 'broken', 'start': 0.15, 'end': 1.5}, {'word': 'pieces', 'start': 1.5, 'end': 3.75}]",0.0,e22dd4f58ed744e3b1bbb20e1365a073-19.wav
because,65.638,66.786,"[{'word': 'because', 'start': 0.0, 'end': 1.148}]",0.0,e256f9d55e0f432bade76590e64ad95e-14.wav
and what came rushing out,81.0,82.369,"[{'word': 'and', 'start': 0.0, 'end': 0.088}, {'word': 'what', 'start': 0.133, 'end': 0.265}, {'word': 'came', 'start': 0.309, 'end': 0.442}, {'word': 'rushing', 'start': 0.486, 'end': 1.016}, {'word': 'out', 'start': 1.06, 'end': 1.369}]",0.0,e256f9d55e0f432bade76590e64ad95e-17.wav
because,110.797,111.945,"[{'word': 'because', 'start': 0.0, 'end': 1.148}]",0.0,e256f9d55e0f432bade76590e64ad95e-28.wav
because,170.214,171.23,"[{'word': 'because', 'start': 0.0, 'end': 1.016}]",0.0,e256f9d55e0f432bade76590e64ad95e-48.wav
because,181.294,182.531,"[{'word': 'because', 'start': 0.0, 'end': 1.237}]",0.0,e256f9d55e0f432bade76590e64ad95e-52.wav
woke up to fake your smile again,19.866,22.466,"[{'word': 'woke', 'start': 0.0, 'end': 0.3}, {'word': 'up', 'start': 0.35, 'end': 0.6}, {'word': 'to', 'start': 0.6, 'end': 0.75}, {'word': 'fake', 'start': 0.75, 'end': 1.15}, {'word': 'your', 'start': 1.15, 'end': 1.45}, {'word': 'smile', 'start': 1.45, 'end': 1.8}, {'word': 'again', 'start': 1.8, 'end': 2.6}]",0.0,e279535433fd4201b388adc04eab2e73-2.wav
you stay silent watching,62.709,65.109,"[{'word': 'you', 'start': 0.0, 'end': 0.5}, {'word': 'stay', 'start': 0.55, 'end': 1.05}, {'word': 'silent', 'start': 1.05, 'end': 1.85}, {'word': 'watching', 'start': 1.85, 'end': 2.4}]",0.0,e279535433fd4201b388adc04eab2e73-11.wav
slowly slowly slowly more away,67.458,72.958,"[{'word': 'slowly', 'start': 0.0, 'end': 1.2}, {'word': 'slowly', 'start': 1.2, 'end': 2.4}, {'word': 'slowly', 'start': 2.45, 'end': 3.6}, {'word': 'more', 'start': 3.65, 'end': 4.25}, {'word': 'away', 'start': 4.25, 'end': 5.5}]",0.0,e279535433fd4201b388adc04eab2e73-13.wav
maybe the lie you live is all they really want,163.892,167.592,"[{'word': 'maybe', 'start': 0.0, 'end': 0.55}, {'word': 'the', 'start': 0.6, 'end': 0.75}, {'word': 'lie', 'start': 0.75, 'end': 1.1}, {'word': 'you', 'start': 1.1, 'end': 1.3}, {'word': 'live', 'start': 1.35, 'end': 1.7}, {'word': 'is', 'start': 2.4, 'end': 2.6}, {'word': 'all', 'start': 2.65, 'end': 2.8}, {'word': 'they', 'start': 2.85, 'end': 2.95}, {'word': 'really', 'start': 2.95, 'end': 3.25}, {'word': 'want', 'start': 3.3, 'end': 3.7}]",0.0,e279535433fd4201b388adc04eab2e73-29.wav
all dreams around you fading,171.091,173.091,"[{'word': 'all', 'start': 0.0, 'end': 0.25}, {'word': 'dreams', 'start': 0.25, 'end': 0.55}, {'word': 'around', 'start': 0.6, 'end': 1.1}, {'word': 'you', 'start': 1.15, 'end': 1.45}, {'word': 'fading', 'start': 1.45, 'end': 2.0}]",0.0,e279535433fd4201b388adc04eab2e73-31.wav
maybe the lie you live is really all they want,182.989,187.039,"[{'word': 'maybe', 'start': 0.0, 'end': 0.6}, {'word': 'the', 'start': 0.65, 'end': 0.85}, {'word': 'lie', 'start': 0.85, 'end': 1.1}, {'word': 'you', 'start': 1.15, 'end': 1.35}, {'word': 'live', 'start': 1.35, 'end': 1.85}, {'word': 'is', 'start': 2.4, 'end': 2.75}, {'word': 'really', 'start': 2.75, 'end': 3.25}, {'word': 'all', 'start': 3.25, 'end': 3.5}, {'word': 'they', 'start': 3.5, 'end': 3.8}, {'word': 'want', 'start': 3.8, 'end': 4.05}]",0.0,e279535433fd4201b388adc04eab2e73-34.wav
can we stay right here in this atmosphere,33.034,36.784,"[{'word': 'can', 'start': 0.0, 'end': 0.235}, {'word': 'we', 'start': 0.235, 'end': 0.469}, {'word': 'stay', 'start': 0.469, 'end': 0.82}, {'word': 'right', 'start': 0.938, 'end': 1.289}, {'word': 'here', 'start': 1.406, 'end': 1.875}, {'word': 'in', 'start': 1.875, 'end': 2.109}, {'word': 'this', 'start': 2.109, 'end': 2.344}, {'word': 'atmosphere', 'start': 2.344, 'end': 3.75}]",0.0,e2888c7c2ac940709c1ef32a89128622-8.wav
oh oh ooh,85.53,87.288,"[{'word': 'oh', 'start': 0.0, 'end': 0.234}, {'word': 'oh', 'start': 0.234, 'end': 0.469}, {'word': 'ooh', 'start': 0.469, 'end': 1.758}]",0.0,e2888c7c2ac940709c1ef32a89128622-18.wav
when explanations make no sense,27.526,30.645,"[{'word': 'when', 'start': 0.0, 'end': 0.125}, {'word': 'explanations', 'start': 0.25, 'end': 2.121}, {'word': 'make', 'start': 2.246, 'end': 2.37}, {'word': 'no', 'start': 2.495, 'end': 2.62}, {'word': 'sense', 'start': 2.62, 'end': 3.119}]",0.0,e28b9f6e00344a47a4db2a4332e8aec6-0.wav
the time has gone to make or break,44.492,47.736,"[{'word': 'the', 'start': 0.0, 'end': 0.125}, {'word': 'time', 'start': 0.25, 'end': 1.372}, {'word': 'has', 'start': 1.497, 'end': 1.622}, {'word': 'gone', 'start': 1.747, 'end': 1.871}, {'word': 'to', 'start': 1.996, 'end': 2.121}, {'word': 'make', 'start': 2.246, 'end': 2.37}, {'word': 'or', 'start': 2.495, 'end': 2.62}, {'word': 'break', 'start': 2.62, 'end': 3.244}]",0.0,e28b9f6e00344a47a4db2a4332e8aec6-4.wav
breakout,67.446,70.066,"[{'word': 'breakout', 'start': 0.0, 'end': 2.62}]",0.0,e28b9f6e00344a47a4db2a4332e8aec6-11.wav
tomorrow looks unsure,80.42,83.664,"[{'word': 'tomorrow', 'start': 0.0, 'end': 1.747}, {'word': 'looks', 'start': 1.747, 'end': 1.871}, {'word': 'unsure', 'start': 1.996, 'end': 3.244}]",0.0,e28b9f6e00344a47a4db2a4332e8aec6-13.wav
breakout,111.982,114.602,"[{'word': 'breakout', 'start': 0.0, 'end': 2.62}]",0.0,e28b9f6e00344a47a4db2a4332e8aec6-22.wav
breakout,128.948,131.693,"[{'word': 'breakout', 'start': 0.0, 'end': 2.745}]",0.0,e28b9f6e00344a47a4db2a4332e8aec6-27.wav
we challenge you to a rock off,57.04,61.427,"[{'word': 'we', 'start': 0.0, 'end': 0.253}, {'word': 'challenge', 'start': 0.353, 'end': 1.211}, {'word': 'you', 'start': 1.311, 'end': 2.068}, {'word': 'to', 'start': 2.219, 'end': 2.572}, {'word': 'a', 'start': 2.673, 'end': 3.076}, {'word': 'rock', 'start': 3.076, 'end': 3.429}, {'word': 'off', 'start': 3.631, 'end': 4.387}]",0.0,e29b0b830b544f7a839ec2551edd2d94-9.wav
fuuuck the demon code prevents me,74.536,79.276,"[{'word': 'fuuuck', 'start': 0.0, 'end': 1.412}, {'word': 'the', 'start': 1.916, 'end': 2.017}, {'word': 'demon', 'start': 2.067, 'end': 2.874}, {'word': 'code', 'start': 2.975, 'end': 3.328}, {'word': 'prevents', 'start': 3.429, 'end': 4.135}, {'word': 'me', 'start': 4.185, 'end': 4.74}]",0.0,e29b0b830b544f7a839ec2551edd2d94-12.wav
if we win,91.83,93.293,"[{'word': 'if', 'start': 0.0, 'end': 0.252}, {'word': 'we', 'start': 0.303, 'end': 0.958}, {'word': 'win', 'start': 1.059, 'end': 1.463}]",0.0,e29b0b830b544f7a839ec2551edd2d94-16.wav
i cannot wait to take kage back to hell,170.435,173.461,"[{'word': 'i', 'start': 0.0, 'end': 0.101}, {'word': 'cannot', 'start': 0.152, 'end': 0.505}, {'word': 'wait', 'start': 0.605, 'end': 0.858}, {'word': 'to', 'start': 0.908, 'end': 1.009}, {'word': 'take', 'start': 1.009, 'end': 1.362}, {'word': 'kage', 'start': 1.463, 'end': 1.765}, {'word': 'back', 'start': 1.816, 'end': 1.916}, {'word': 'to', 'start': 1.916, 'end': 2.219}, {'word': 'hell', 'start': 2.269, 'end': 3.026}]",0.0,e29b0b830b544f7a839ec2551edd2d94-35.wav
he gonna make you his sex slave,200.284,202.402,"[{'word': 'he', 'start': 0.0, 'end': 0.101}, {'word': 'gonna', 'start': 0.151, 'end': 0.454}, {'word': 'make', 'start': 0.504, 'end': 0.656}, {'word': 'you', 'start': 0.807, 'end': 0.958}, {'word': 'his', 'start': 1.009, 'end': 1.21}, {'word': 'sex', 'start': 1.21, 'end': 1.513}, {'word': 'slave', 'start': 1.664, 'end': 2.118}]",0.0,e29b0b830b544f7a839ec2551edd2d94-44.wav
noo,204.872,205.377,"[{'word': 'noo', 'start': 0.0, 'end': 0.505}]",0.0,e29b0b830b544f7a839ec2551edd2d94-46.wav
unless we bust a massive monster mamajam,205.578,209.259,"[{'word': 'unless', 'start': 0.0, 'end': 0.252}, {'word': 'we', 'start': 0.303, 'end': 0.404}, {'word': 'bust', 'start': 0.454, 'end': 0.706}, {'word': 'a', 'start': 0.807, 'end': 1.059}, {'word': 'massive', 'start': 1.16, 'end': 1.664}, {'word': 'monster', 'start': 1.765, 'end': 2.37}, {'word': 'mamajam', 'start': 2.471, 'end': 3.681}]",0.0,e29b0b830b544f7a839ec2551edd2d94-47.wav
deactivated lasers with my dick,213.746,216.318,"[{'word': 'deactivated', 'start': 0.0, 'end': 1.009}, {'word': 'lasers', 'start': 1.009, 'end': 1.614}, {'word': 'with', 'start': 1.664, 'end': 1.866}, {'word': 'my', 'start': 1.916, 'end': 2.118}, {'word': 'dick', 'start': 2.219, 'end': 2.572}]",0.0,e29b0b830b544f7a839ec2551edd2d94-50.wav
we hold the key,260.183,261.192,"[{'word': 'we', 'start': 0.0, 'end': 0.152}, {'word': 'hold', 'start': 0.252, 'end': 0.404}, {'word': 'the', 'start': 0.504, 'end': 0.605}, {'word': 'key', 'start': 0.605, 'end': 1.009}]",0.0,e29b0b830b544f7a839ec2551edd2d94-65.wav
you are the devil,261.746,262.755,"[{'word': 'you', 'start': 0.0, 'end': 0.152}, {'word': 'are', 'start': 0.252, 'end': 0.353}, {'word': 'the', 'start': 0.404, 'end': 0.505}, {'word': 'devil', 'start': 0.605, 'end': 1.009}]",0.0,e29b0b830b544f7a839ec2551edd2d94-66.wav
we are the d,264.872,265.629,"[{'word': 'we', 'start': 0.0, 'end': 0.101}, {'word': 'are', 'start': 0.202, 'end': 0.303}, {'word': 'the', 'start': 0.404, 'end': 0.505}, {'word': 'd', 'start': 0.605, 'end': 0.757}]",0.0,e29b0b830b544f7a839ec2551edd2d94-68.wav
we are the d,267.141,267.898,"[{'word': 'we', 'start': 0.0, 'end': 0.101}, {'word': 'are', 'start': 0.202, 'end': 0.303}, {'word': 'the', 'start': 0.404, 'end': 0.504}, {'word': 'd', 'start': 0.605, 'end': 0.757}]",0.0,e29b0b830b544f7a839ec2551edd2d94-71.wav
we are the d,269.561,270.318,"[{'word': 'we', 'start': 0.0, 'end': 0.101}, {'word': 'are', 'start': 0.202, 'end': 0.303}, {'word': 'the', 'start': 0.404, 'end': 0.505}, {'word': 'd', 'start': 0.605, 'end': 0.757}]",0.0,e29b0b830b544f7a839ec2551edd2d94-74.wav
we are the d,272.788,273.545,"[{'word': 'we', 'start': 0.0, 'end': 0.101}, {'word': 'are', 'start': 0.202, 'end': 0.303}, {'word': 'the', 'start': 0.404, 'end': 0.505}, {'word': 'd', 'start': 0.605, 'end': 0.757}]",0.0,e29b0b830b544f7a839ec2551edd2d94-78.wav
we are the d,275.208,275.965,"[{'word': 'we', 'start': 0.0, 'end': 0.101}, {'word': 'are', 'start': 0.202, 'end': 0.303}, {'word': 'the', 'start': 0.404, 'end': 0.505}, {'word': 'd', 'start': 0.606, 'end': 0.757}]",0.0,e29b0b830b544f7a839ec2551edd2d94-81.wav
we are the d,276.015,276.772,"[{'word': 'we', 'start': 0.0, 'end': 0.101}, {'word': 'are', 'start': 0.202, 'end': 0.303}, {'word': 'the', 'start': 0.404, 'end': 0.504}, {'word': 'd', 'start': 0.605, 'end': 0.757}]",0.0,e29b0b830b544f7a839ec2551edd2d94-82.wav
from whence you came you shall remain,296.435,298.906,"[{'word': 'from', 'start': 0.0, 'end': 0.252}, {'word': 'whence', 'start': 0.353, 'end': 0.454}, {'word': 'you', 'start': 0.555, 'end': 0.656}, {'word': 'came', 'start': 0.656, 'end': 1.16}, {'word': 'you', 'start': 1.412, 'end': 1.614}, {'word': 'shall', 'start': 1.765, 'end': 1.866}, {'word': 'remain', 'start': 1.916, 'end': 2.471}]",0.0,e29b0b830b544f7a839ec2551edd2d94-91.wav
of body and mind,32.568,35.422,"[{'word': 'of', 'start': 0.0, 'end': 0.22}, {'word': 'body', 'start': 0.366, 'end': 0.878}, {'word': 'and', 'start': 1.025, 'end': 1.098}, {'word': 'mind', 'start': 1.244, 'end': 2.854}]",0.0,e29f92308d9748f4bd162a4080b71083-5.wav
of any kind,39.885,42.593,"[{'word': 'of', 'start': 0.0, 'end': 0.293}, {'word': 'any', 'start': 0.439, 'end': 0.805}, {'word': 'kind', 'start': 0.952, 'end': 2.708}]",0.0,e29f92308d9748f4bd162a4080b71083-7.wav
i stop and i stare too much,43.178,45.959,"[{'word': 'i', 'start': 0.0, 'end': 0.073}, {'word': 'stop', 'start': 0.146, 'end': 0.585}, {'word': 'and', 'start': 0.732, 'end': 0.805}, {'word': 'i', 'start': 0.951, 'end': 1.024}, {'word': 'stare', 'start': 1.171, 'end': 1.61}, {'word': 'too', 'start': 1.756, 'end': 1.903}, {'word': 'much', 'start': 2.049, 'end': 2.781}]",0.0,e29f92308d9748f4bd162a4080b71083-8.wav
for fear that the spell may be broken,53.641,57.154,"[{'word': 'for', 'start': 0.0, 'end': 0.147}, {'word': 'fear', 'start': 0.293, 'end': 0.659}, {'word': 'that', 'start': 0.805, 'end': 0.952}, {'word': 'the', 'start': 1.098, 'end': 1.171}, {'word': 'spell', 'start': 1.244, 'end': 1.537}, {'word': 'may', 'start': 1.683, 'end': 1.83}, {'word': 'be', 'start': 1.976, 'end': 2.122}, {'word': 'broken', 'start': 2.269, 'end': 3.513}]",0.0,e29f92308d9748f4bd162a4080b71083-11.wav
and it brings out the thug in me,60.739,63.959,"[{'word': 'and', 'start': 0.0, 'end': 0.073}, {'word': 'it', 'start': 0.146, 'end': 0.366}, {'word': 'brings', 'start': 0.512, 'end': 0.659}, {'word': 'out', 'start': 0.805, 'end': 0.951}, {'word': 'the', 'start': 1.098, 'end': 1.171}, {'word': 'thug', 'start': 1.244, 'end': 1.829}, {'word': 'in', 'start': 1.976, 'end': 2.049}, {'word': 'me', 'start': 2.195, 'end': 3.22}]",0.0,e29f92308d9748f4bd162a4080b71083-13.wav
the sweetest perfection,71.495,74.349,"[{'word': 'the', 'start': 0.0, 'end': 0.073}, {'word': 'sweetest', 'start': 0.146, 'end': 0.805}, {'word': 'perfection', 'start': 0.951, 'end': 2.854}]",0.0,e29f92308d9748f4bd162a4080b71083-16.wav
to call my own,74.934,77.715,"[{'word': 'to', 'start': 0.0, 'end': 0.22}, {'word': 'call', 'start': 0.366, 'end': 0.951}, {'word': 'my', 'start': 1.098, 'end': 1.317}, {'word': 'own', 'start': 1.464, 'end': 2.781}]",0.0,e29f92308d9748f4bd162a4080b71083-17.wav
of body and mind,89.129,91.91,"[{'word': 'of', 'start': 0.0, 'end': 0.22}, {'word': 'body', 'start': 0.366, 'end': 0.878}, {'word': 'and', 'start': 1.025, 'end': 1.098}, {'word': 'mind', 'start': 1.244, 'end': 2.781}]",0.0,e29f92308d9748f4bd162a4080b71083-21.wav
sweetest perfection,142.251,145.105,"[{'word': 'sweetest', 'start': 0.0, 'end': 0.732}, {'word': 'perfection', 'start': 0.878, 'end': 2.854}]",0.0,e29f92308d9748f4bd162a4080b71083-32.wav
the sweetest perfection,158.056,160.837,"[{'word': 'the', 'start': 0.0, 'end': 0.073}, {'word': 'sweetest', 'start': 0.146, 'end': 0.878}, {'word': 'perfection', 'start': 1.025, 'end': 2.781}]",0.0,e29f92308d9748f4bd162a4080b71083-36.wav
to call my own,161.568,163.91,"[{'word': 'to', 'start': 0.0, 'end': 0.147}, {'word': 'call', 'start': 0.293, 'end': 0.878}, {'word': 'my', 'start': 1.025, 'end': 1.171}, {'word': 'own', 'start': 1.317, 'end': 2.342}]",0.0,e29f92308d9748f4bd162a4080b71083-37.wav
of body and mind,175.763,178.837,"[{'word': 'of', 'start': 0.0, 'end': 0.22}, {'word': 'body', 'start': 0.366, 'end': 0.878}, {'word': 'and', 'start': 1.025, 'end': 1.098}, {'word': 'mind', 'start': 1.244, 'end': 3.074}]",0.0,e29f92308d9748f4bd162a4080b71083-41.wav
of any kind,246.812,248.861,"[{'word': 'of', 'start': 0.0, 'end': 0.22}, {'word': 'any', 'start': 0.366, 'end': 0.732}, {'word': 'kind', 'start': 0.878, 'end': 2.049}]",0.0,e29f92308d9748f4bd162a4080b71083-51.wav
shout shout let it all out,10.108,14.088,"[{'word': 'shout', 'start': 0.0, 'end': 0.765}, {'word': 'shout', 'start': 1.071, 'end': 1.684}, {'word': 'let', 'start': 2.449, 'end': 2.755}, {'word': 'it', 'start': 2.755, 'end': 3.061}, {'word': 'all', 'start': 3.061, 'end': 3.367}, {'word': 'out', 'start': 3.367, 'end': 3.98}]",0.0,e2be7d1a659c4abba59418859702bcd7-0.wav
come on,43.781,44.853,"[{'word': 'come', 'start': 0.0, 'end': 0.307}, {'word': 'on', 'start': 0.307, 'end': 1.072}]",0.0,e2be7d1a659c4abba59418859702bcd7-10.wav
in violent times,48.373,51.435,"[{'word': 'in', 'start': 0.0, 'end': 0.613}, {'word': 'violent', 'start': 0.613, 'end': 1.837}, {'word': 'times', 'start': 1.837, 'end': 3.062}]",0.0,e2be7d1a659c4abba59418859702bcd7-11.wav
